order_id,date,time,Order duration
76,02/01/2015,12:21:17,00:11:02
77,02/01/2015,12:22:46,00:01:29
78,02/01/2015,12:28:14,00:05:28
79,02/01/2015,12:29:11,00:00:57
80,02/01/2015,12:35:38,00:06:27
81,02/01/2015,12:40:01,00:04:23
82,02/01/2015,12:45:51,00:05:50
83,02/01/2015,12:53:27,00:07:36
84,02/01/2015,13:13:41,00:20:14
85,02/01/2015,13:34:49,00:21:08
86,02/01/2015,13:40:31,00:05:42
87,02/01/2015,14:01:02,00:20:31
88,02/01/2015,14:10:08,00:09:06
89,02/01/2015,14:30:19,00:20:11
90,02/01/2015,15:08:48,00:38:29
91,02/01/2015,15:14:43,00:05:55
92,02/01/2015,15:17:02,00:02:19
93,02/01/2015,15:29:31,00:12:29
94,02/01/2015,16:17:16,00:47:45
95,02/01/2015,16:18:04,00:00:48
96,02/01/2015,16:21:20,00:03:16
97,02/01/2015,16:45:33,00:24:13
98,02/01/2015,17:18:18,00:32:45
99,02/01/2015,17:45:42,00:27:24
100,02/01/2015,17:46:17,00:00:35
101,02/01/2015,17:51:33,00:05:16
102,02/01/2015,17:54:04,00:02:31
103,02/01/2015,18:02:09,00:08:05
104,02/01/2015,18:02:12,00:00:03
105,02/01/2015,18:12:01,00:09:49
106,02/01/2015,18:12:13,00:00:12
107,02/01/2015,18:25:09,00:12:56
108,02/01/2015,18:25:25,00:00:16
109,02/01/2015,18:27:50,00:02:25
110,02/01/2015,18:36:19,00:08:29
111,02/01/2015,18:38:01,00:01:42
112,02/01/2015,18:41:40,00:03:39
113,02/01/2015,18:50:21,00:08:41
114,02/01/2015,18:59:32,00:09:11
115,02/01/2015,19:05:17,00:05:45
116,02/01/2015,19:18:49,00:13:32
117,02/01/2015,19:23:02,00:04:13
118,02/01/2015,19:26:59,00:03:57
119,02/01/2015,19:32:29,00:05:30
120,02/01/2015,19:35:07,00:02:38
121,02/01/2015,19:38:48,00:03:41
122,02/01/2015,19:50:19,00:11:31
123,02/01/2015,20:12:09,00:21:50
124,02/01/2015,20:12:34,00:00:25
125,02/01/2015,20:31:06,00:18:32
126,02/01/2015,20:53:42,00:22:36
127,02/01/2015,20:58:23,00:04:41
128,02/01/2015,21:05:06,00:06:43
129,02/01/2015,21:13:02,00:07:56
130,02/01/2015,21:14:55,00:01:53
131,02/01/2015,21:33:10,00:18:15
132,02/01/2015,21:42:45,00:09:35
133,02/01/2015,22:00:17,00:17:32
134,02/01/2015,22:13:24,00:13:07
135,02/01/2015,22:29:34,00:16:10
136,02/01/2015,22:32:49,00:03:15
137,03/01/2015,11:34:10,###############################################################################################################################################################################################################################################################
138,03/01/2015,11:44:50,00:10:40
139,03/01/2015,11:57:39,00:12:49
140,03/01/2015,12:26:44,00:29:05
141,03/01/2015,13:16:01,00:49:17
142,03/01/2015,13:33:59,00:17:58
143,03/01/2015,13:41:36,00:07:37
144,03/01/2015,13:44:28,00:02:52
145,03/01/2015,13:53:48,00:09:20
146,03/01/2015,14:22:10,00:28:22
147,03/01/2015,14:32:51,00:10:41
148,03/01/2015,14:40:42,00:07:51
149,03/01/2015,14:48:45,00:08:03
150,03/01/2015,14:49:58,00:01:13
151,03/01/2015,15:09:34,00:19:36
152,03/01/2015,15:09:42,00:00:08
153,03/01/2015,15:16:34,00:06:52
154,03/01/2015,15:22:43,00:06:09
155,03/01/2015,15:28:59,00:06:16
156,03/01/2015,15:42:19,00:13:20
157,03/01/2015,15:43:03,00:00:44
158,03/01/2015,15:54:30,00:11:27
159,03/01/2015,15:59:22,00:04:52
160,03/01/2015,16:35:33,00:36:11
161,03/01/2015,16:43:46,00:08:13
162,03/01/2015,16:51:22,00:07:36
163,03/01/2015,16:54:54,00:03:32
164,03/01/2015,16:56:33,00:01:39
165,03/01/2015,16:57:37,00:01:04
166,03/01/2015,16:58:51,00:01:14
167,03/01/2015,17:00:49,00:01:58
168,03/01/2015,17:02:27,00:01:38
169,03/01/2015,17:15:48,00:13:21
170,03/01/2015,17:21:31,00:05:43
171,03/01/2015,17:23:03,00:01:32
172,03/01/2015,17:29:24,00:06:21
173,03/01/2015,17:35:30,00:06:06
174,03/01/2015,17:37:49,00:02:19
175,03/01/2015,17:50:51,00:13:02
176,03/01/2015,17:51:57,00:01:06
177,03/01/2015,17:54:36,00:02:39
178,03/01/2015,18:15:03,00:20:27
179,03/01/2015,18:20:14,00:05:11
180,03/01/2015,18:33:34,00:13:20
181,03/01/2015,18:49:32,00:15:58
182,03/01/2015,18:50:10,00:00:38
183,03/01/2015,18:54:55,00:04:45
184,03/01/2015,18:59:05,00:04:10
185,03/01/2015,19:08:33,00:09:28
186,03/01/2015,19:36:00,00:27:27
187,03/01/2015,19:37:12,00:01:12
188,03/01/2015,20:08:39,00:31:27
189,03/01/2015,20:12:14,00:03:35
190,03/01/2015,20:14:23,00:02:09
191,03/01/2015,20:24:50,00:10:27
192,03/01/2015,20:30:08,00:05:18
193,03/01/2015,20:55:47,00:25:39
194,03/01/2015,21:21:24,00:25:37
195,03/01/2015,21:25:20,00:03:56
196,03/01/2015,21:40:14,00:14:54
197,03/01/2015,21:47:48,00:07:34
198,03/01/2015,21:55:42,00:07:54
199,03/01/2015,22:10:38,00:14:56
200,03/01/2015,22:24:05,00:13:27
201,03/01/2015,22:29:59,00:05:54
202,03/01/2015,22:50:29,00:20:30
203,04/01/2015,11:30:48,###############################################################################################################################################################################################################################################################
204,04/01/2015,11:36:25,00:05:37
205,04/01/2015,11:43:54,00:07:29
206,04/01/2015,11:45:10,00:01:16
207,04/01/2015,12:03:58,00:18:48
208,04/01/2015,12:12:05,00:08:07
209,04/01/2015,12:29:17,00:17:12
210,04/01/2015,12:34:13,00:04:56
211,04/01/2015,12:54:20,00:20:07
212,04/01/2015,13:16:03,00:21:43
213,04/01/2015,13:20:39,00:04:36
214,04/01/2015,13:39:16,00:18:37
215,04/01/2015,13:44:49,00:05:33
216,04/01/2015,14:31:56,00:47:07
217,04/01/2015,14:35:03,00:03:07
218,04/01/2015,14:35:11,00:00:08
219,04/01/2015,14:42:01,00:06:50
220,04/01/2015,15:31:59,00:49:58
221,04/01/2015,15:33:18,00:01:19
222,04/01/2015,15:46:38,00:13:20
223,04/01/2015,16:08:20,00:21:42
224,04/01/2015,16:39:58,00:31:38
225,04/01/2015,16:41:48,00:01:50
226,04/01/2015,16:59:39,00:17:51
227,04/01/2015,17:24:39,00:25:00
228,04/01/2015,17:31:24,00:06:45
229,04/01/2015,17:37:57,00:06:33
230,04/01/2015,17:58:38,00:20:41
231,04/01/2015,18:04:18,00:05:40
232,04/01/2015,18:21:59,00:17:41
233,04/01/2015,18:26:51,00:04:52
234,04/01/2015,18:36:09,00:09:18
235,04/01/2015,18:51:30,00:15:21
236,04/01/2015,19:21:04,00:29:34
237,04/01/2015,19:27:48,00:06:44
238,04/01/2015,19:45:15,00:17:27
239,04/01/2015,19:57:52,00:12:37
240,04/01/2015,20:10:24,00:12:32
241,04/01/2015,20:11:25,00:01:01
242,04/01/2015,20:15:29,00:04:04
243,04/01/2015,20:26:17,00:10:48
244,04/01/2015,20:26:22,00:00:05
245,04/01/2015,20:28:41,00:02:19
246,04/01/2015,20:30:48,00:02:07
247,04/01/2015,20:55:29,00:24:41
248,04/01/2015,20:58:19,00:02:50
249,04/01/2015,21:06:16,00:07:57
250,04/01/2015,21:07:05,00:00:49
251,04/01/2015,21:10:05,00:03:00
252,04/01/2015,22:13:15,01:03:10
253,04/01/2015,22:16:18,00:03:03
254,04/01/2015,22:22:13,00:05:55
255,05/01/2015,11:23:35,###############################################################################################################################################################################################################################################################
256,05/01/2015,11:56:06,00:32:31
257,05/01/2015,11:59:04,00:02:58
258,05/01/2015,11:59:23,00:00:19
259,05/01/2015,12:04:25,00:05:02
260,05/01/2015,12:06:27,00:02:02
261,05/01/2015,12:38:29,00:32:02
262,05/01/2015,12:42:01,00:03:32
263,05/01/2015,12:57:22,00:15:21
264,05/01/2015,13:03:59,00:06:37
265,05/01/2015,13:04:42,00:00:43
266,05/01/2015,13:09:29,00:04:47
267,05/01/2015,13:37:50,00:28:21
268,05/01/2015,13:40:46,00:02:56
269,05/01/2015,13:49:34,00:08:48
270,05/01/2015,14:09:02,00:19:28
271,05/01/2015,14:22:19,00:13:17
272,05/01/2015,14:24:05,00:01:46
273,05/01/2015,14:28:00,00:03:55
274,05/01/2015,14:36:33,00:08:33
275,05/01/2015,14:38:14,00:01:41
276,05/01/2015,15:18:18,00:40:04
277,05/01/2015,15:41:50,00:23:32
278,05/01/2015,15:49:21,00:07:31
279,05/01/2015,16:07:03,00:17:42
280,05/01/2015,16:20:23,00:13:20
281,05/01/2015,16:33:48,00:13:25
282,05/01/2015,16:49:38,00:15:50
283,05/01/2015,16:51:43,00:02:05
284,05/01/2015,16:58:16,00:06:33
285,05/01/2015,16:58:38,00:00:22
286,05/01/2015,17:01:23,00:02:45
287,05/01/2015,17:30:09,00:28:46
288,05/01/2015,17:32:44,00:02:35
289,05/01/2015,17:36:23,00:03:39
290,05/01/2015,17:41:16,00:04:53
291,05/01/2015,17:44:39,00:03:23
292,05/01/2015,17:48:59,00:04:20
293,05/01/2015,17:58:38,00:09:39
294,05/01/2015,18:16:35,00:17:57
295,05/01/2015,18:20:12,00:03:37
296,05/01/2015,18:46:54,00:26:42
297,05/01/2015,19:02:18,00:15:24
298,05/01/2015,19:10:36,00:08:18
299,05/01/2015,19:34:31,00:23:55
300,05/01/2015,19:42:54,00:08:23
301,05/01/2015,19:45:58,00:03:04
302,05/01/2015,19:57:37,00:11:39
303,05/01/2015,20:02:51,00:05:14
304,05/01/2015,20:07:58,00:05:07
305,05/01/2015,20:35:40,00:27:42
306,05/01/2015,20:37:40,00:02:00
307,05/01/2015,21:45:38,01:07:58
308,05/01/2015,21:59:46,00:14:08
309,06/01/2015,11:39:06,###############################################################################################################################################################################################################################################################
310,06/01/2015,11:40:48,00:01:42
311,06/01/2015,11:57:27,00:16:39
312,06/01/2015,12:05:21,00:07:54
313,06/01/2015,12:09:09,00:03:48
314,06/01/2015,12:11:58,00:02:49
315,06/01/2015,12:17:40,00:05:42
316,06/01/2015,12:29:34,00:11:54
317,06/01/2015,12:31:00,00:01:26
318,06/01/2015,12:45:14,00:14:14
319,06/01/2015,12:46:22,00:01:08
320,06/01/2015,12:46:40,00:00:18
321,06/01/2015,12:56:21,00:09:41
322,06/01/2015,13:02:13,00:05:52
323,06/01/2015,13:05:33,00:03:20
324,06/01/2015,13:06:44,00:01:11
325,06/01/2015,13:07:32,00:00:48
326,06/01/2015,13:10:13,00:02:41
327,06/01/2015,13:10:54,00:00:41
328,06/01/2015,13:16:35,00:05:41
329,06/01/2015,13:22:44,00:06:09
330,06/01/2015,13:27:11,00:04:27
331,06/01/2015,13:43:30,00:16:19
332,06/01/2015,14:12:01,00:28:31
333,06/01/2015,14:16:36,00:04:35
334,06/01/2015,14:24:18,00:07:42
335,06/01/2015,14:24:47,00:00:29
336,06/01/2015,14:51:41,00:26:54
337,06/01/2015,15:03:12,00:11:31
338,06/01/2015,15:18:26,00:15:14
339,06/01/2015,15:25:13,00:06:47
340,06/01/2015,15:35:32,00:10:19
341,06/01/2015,15:35:47,00:00:15
342,06/01/2015,15:44:12,00:08:25
343,06/01/2015,15:45:37,00:01:25
344,06/01/2015,16:01:11,00:15:34
345,06/01/2015,16:01:47,00:00:36
346,06/01/2015,16:30:00,00:28:13
347,06/01/2015,16:37:17,00:07:17
348,06/01/2015,16:49:12,00:11:55
349,06/01/2015,17:25:58,00:36:46
350,06/01/2015,17:37:05,00:11:07
351,06/01/2015,17:37:29,00:00:24
352,06/01/2015,17:45:48,00:08:19
353,06/01/2015,17:59:48,00:14:00
354,06/01/2015,18:01:44,00:01:56
355,06/01/2015,18:14:45,00:13:01
356,06/01/2015,18:16:05,00:01:20
357,06/01/2015,18:27:58,00:11:53
358,06/01/2015,18:30:12,00:02:14
359,06/01/2015,18:33:08,00:02:56
360,06/01/2015,18:50:38,00:17:30
361,06/01/2015,19:12:38,00:22:00
362,06/01/2015,19:13:36,00:00:58
363,06/01/2015,19:20:31,00:06:55
364,06/01/2015,19:27:24,00:06:53
365,06/01/2015,19:37:26,00:10:02
366,06/01/2015,20:04:20,00:26:54
367,06/01/2015,20:05:12,00:00:52
368,06/01/2015,20:28:16,00:23:04
369,06/01/2015,20:30:06,00:01:50
370,06/01/2015,21:02:30,00:32:24
371,06/01/2015,21:15:20,00:12:50
372,06/01/2015,22:26:59,01:11:39
373,07/01/2015,11:45:18,###############################################################################################################################################################################################################################################################
374,07/01/2015,11:55:59,00:10:41
375,07/01/2015,11:58:36,00:02:37
376,07/01/2015,12:01:17,00:02:41
377,07/01/2015,12:03:18,00:02:01
378,07/01/2015,12:19:37,00:16:19
379,07/01/2015,12:25:37,00:06:00
380,07/01/2015,12:32:10,00:06:33
381,07/01/2015,12:33:06,00:00:56
382,07/01/2015,12:33:07,00:00:01
383,07/01/2015,12:43:59,00:10:52
384,07/01/2015,12:51:46,00:07:47
385,07/01/2015,12:54:19,00:02:33
386,07/01/2015,12:58:16,00:03:57
387,07/01/2015,13:03:14,00:04:58
388,07/01/2015,13:04:56,00:01:42
389,07/01/2015,13:10:17,00:05:21
390,07/01/2015,13:15:32,00:05:15
391,07/01/2015,13:25:31,00:09:59
392,07/01/2015,13:36:47,00:11:16
393,07/01/2015,13:48:31,00:11:44
394,07/01/2015,14:02:18,00:13:47
395,07/01/2015,14:11:08,00:08:50
396,07/01/2015,14:12:21,00:01:13
397,07/01/2015,14:31:10,00:18:49
398,07/01/2015,14:56:26,00:25:16
399,07/01/2015,15:47:49,00:51:23
400,07/01/2015,16:03:07,00:15:18
401,07/01/2015,16:08:35,00:05:28
402,07/01/2015,16:24:46,00:16:11
403,07/01/2015,16:26:10,00:01:24
404,07/01/2015,16:39:27,00:13:17
405,07/01/2015,16:44:16,00:04:49
406,07/01/2015,16:50:49,00:06:33
407,07/01/2015,16:56:42,00:05:53
408,07/01/2015,17:09:09,00:12:27
409,07/01/2015,17:15:04,00:05:55
410,07/01/2015,17:33:49,00:18:45
411,07/01/2015,17:58:09,00:24:20
412,07/01/2015,18:07:46,00:09:37
413,07/01/2015,18:11:32,00:03:46
414,07/01/2015,18:13:22,00:01:50
415,07/01/2015,18:16:23,00:03:01
416,07/01/2015,18:17:42,00:01:19
417,07/01/2015,18:24:40,00:06:58
418,07/01/2015,18:40:11,00:15:31
419,07/01/2015,19:02:31,00:22:20
420,07/01/2015,19:04:40,00:02:09
421,07/01/2015,19:21:58,00:17:18
422,07/01/2015,19:30:25,00:08:27
423,07/01/2015,19:45:07,00:14:42
424,07/01/2015,20:01:28,00:16:21
425,07/01/2015,20:21:19,00:19:51
426,07/01/2015,20:25:45,00:04:26
427,07/01/2015,21:49:00,01:23:15
428,07/01/2015,22:05:00,00:16:00
429,07/01/2015,22:16:53,00:11:53
430,07/01/2015,22:46:13,00:29:20
431,08/01/2015,11:17:13,###############################################################################################################################################################################################################################################################
432,08/01/2015,11:39:07,00:21:54
433,08/01/2015,11:49:50,00:10:43
434,08/01/2015,11:54:14,00:04:24
435,08/01/2015,12:06:09,00:11:55
436,08/01/2015,12:07:21,00:01:12
437,08/01/2015,12:07:54,00:00:33
438,08/01/2015,12:08:38,00:00:44
439,08/01/2015,12:13:08,00:04:30
440,08/01/2015,12:16:34,00:03:26
441,08/01/2015,12:16:58,00:00:24
442,08/01/2015,12:28:49,00:11:51
443,08/01/2015,12:34:20,00:05:31
444,08/01/2015,12:40:05,00:05:45
445,08/01/2015,12:57:39,00:17:34
446,08/01/2015,12:58:01,00:00:22
447,08/01/2015,13:02:00,00:03:59
448,08/01/2015,13:03:34,00:01:34
449,08/01/2015,13:04:15,00:00:41
450,08/01/2015,13:07:53,00:03:38
451,08/01/2015,13:19:06,00:11:13
452,08/01/2015,13:24:11,00:05:05
453,08/01/2015,13:27:14,00:03:03
454,08/01/2015,13:31:40,00:04:26
455,08/01/2015,13:39:14,00:07:34
456,08/01/2015,13:47:53,00:08:39
457,08/01/2015,13:59:04,00:11:11
458,08/01/2015,14:00:05,00:01:01
459,08/01/2015,14:14:02,00:13:57
460,08/01/2015,14:19:58,00:05:56
461,08/01/2015,14:21:19,00:01:21
462,08/01/2015,14:38:41,00:17:22
463,08/01/2015,14:40:28,00:01:47
464,08/01/2015,14:49:01,00:08:33
465,08/01/2015,14:55:23,00:06:22
466,08/01/2015,15:30:10,00:34:47
467,08/01/2015,15:33:13,00:03:03
468,08/01/2015,15:36:12,00:02:59
469,08/01/2015,15:37:18,00:01:06
470,08/01/2015,15:49:13,00:11:55
471,08/01/2015,16:20:26,00:31:13
472,08/01/2015,16:29:50,00:09:24
473,08/01/2015,16:41:27,00:11:37
474,08/01/2015,16:47:48,00:06:21
475,08/01/2015,17:15:17,00:27:29
476,08/01/2015,17:27:56,00:12:39
477,08/01/2015,17:30:04,00:02:08
478,08/01/2015,17:35:56,00:05:52
479,08/01/2015,17:37:03,00:01:07
480,08/01/2015,17:41:31,00:04:28
481,08/01/2015,17:41:37,00:00:06
482,08/01/2015,17:52:42,00:11:05
483,08/01/2015,17:54:05,00:01:23
484,08/01/2015,18:02:54,00:08:49
485,08/01/2015,18:07:31,00:04:37
486,08/01/2015,18:15:08,00:07:37
487,08/01/2015,18:30:16,00:15:08
488,08/01/2015,18:46:02,00:15:46
489,08/01/2015,18:48:43,00:02:41
490,08/01/2015,18:49:24,00:00:41
491,08/01/2015,19:01:12,00:11:48
492,08/01/2015,19:06:21,00:05:09
493,08/01/2015,19:31:47,00:25:26
494,08/01/2015,19:38:40,00:06:53
495,08/01/2015,19:42:52,00:04:12
496,08/01/2015,19:46:18,00:03:26
497,08/01/2015,19:49:26,00:03:08
498,08/01/2015,20:02:25,00:12:59
499,08/01/2015,21:10:46,01:08:21
500,08/01/2015,21:46:49,00:36:03
501,08/01/2015,21:51:31,00:04:42
502,08/01/2015,22:26:08,00:34:37
503,09/01/2015,11:16:21,###############################################################################################################################################################################################################################################################
504,09/01/2015,11:48:18,00:31:57
505,09/01/2015,11:55:10,00:06:52
506,09/01/2015,12:02:09,00:06:59
507,09/01/2015,12:06:03,00:03:54
508,09/01/2015,12:13:32,00:07:29
509,09/01/2015,12:13:58,00:00:26
510,09/01/2015,12:15:03,00:01:05
511,09/01/2015,12:18:21,00:03:18
512,09/01/2015,12:19:24,00:01:03
513,09/01/2015,12:22:48,00:03:24
514,09/01/2015,12:26:47,00:03:59
515,09/01/2015,13:07:37,00:40:50
516,09/01/2015,13:09:09,00:01:32
517,09/01/2015,13:09:11,00:00:02
518,09/01/2015,13:11:25,00:02:14
519,09/01/2015,13:15:20,00:03:55
520,09/01/2015,13:22:33,00:07:13
521,09/01/2015,13:43:07,00:20:34
522,09/01/2015,14:09:33,00:26:26
523,09/01/2015,14:42:14,00:32:41
524,09/01/2015,14:51:35,00:09:21
525,09/01/2015,15:08:46,00:17:11
526,09/01/2015,15:10:13,00:01:27
527,09/01/2015,15:23:37,00:13:24
528,09/01/2015,15:27:21,00:03:44
529,09/01/2015,15:31:01,00:03:40
530,09/01/2015,15:43:01,00:12:00
531,09/01/2015,15:58:10,00:15:09
532,09/01/2015,16:14:28,00:16:18
533,09/01/2015,16:28:43,00:14:15
534,09/01/2015,16:43:32,00:14:49
535,09/01/2015,17:08:47,00:25:15
536,09/01/2015,17:18:50,00:10:03
537,09/01/2015,17:23:52,00:05:02
538,09/01/2015,17:44:04,00:20:12
539,09/01/2015,17:51:34,00:07:30
540,09/01/2015,17:52:41,00:01:07
541,09/01/2015,18:07:47,00:15:06
542,09/01/2015,18:08:06,00:00:19
543,09/01/2015,18:23:59,00:15:53
544,09/01/2015,18:31:04,00:07:05
545,09/01/2015,18:46:28,00:15:24
546,09/01/2015,18:47:27,00:00:59
547,09/01/2015,18:49:23,00:01:56
548,09/01/2015,19:06:09,00:16:46
549,09/01/2015,19:06:34,00:00:25
550,09/01/2015,19:12:59,00:06:25
551,09/01/2015,19:26:24,00:13:25
552,09/01/2015,19:31:25,00:05:01
553,09/01/2015,20:14:47,00:43:22
554,09/01/2015,20:15:51,00:01:04
555,09/01/2015,20:18:25,00:02:34
556,09/01/2015,20:23:12,00:04:47
557,09/01/2015,20:30:06,00:06:54
558,09/01/2015,20:51:10,00:21:04
559,09/01/2015,21:10:16,00:19:06
560,09/01/2015,21:13:48,00:03:32
561,09/01/2015,21:47:56,00:34:08
562,09/01/2015,22:04:05,00:16:09
563,09/01/2015,22:19:03,00:14:58
564,09/01/2015,22:32:32,00:13:29
565,10/01/2015,12:11:19,###############################################################################################################################################################################################################################################################
566,10/01/2015,12:21:19,00:10:00
567,10/01/2015,12:27:47,00:06:28
568,10/01/2015,12:28:53,00:01:06
569,10/01/2015,12:37:10,00:08:17
570,10/01/2015,13:13:59,00:36:49
571,10/01/2015,13:14:47,00:00:48
572,10/01/2015,13:15:32,00:00:45
573,10/01/2015,13:39:33,00:24:01
574,10/01/2015,13:40:54,00:01:21
575,10/01/2015,13:41:04,00:00:10
576,10/01/2015,13:44:22,00:03:18
577,10/01/2015,13:45:00,00:00:38
578,10/01/2015,13:48:49,00:03:49
579,10/01/2015,13:51:19,00:02:30
580,10/01/2015,13:56:01,00:04:42
581,10/01/2015,14:13:01,00:17:00
582,10/01/2015,14:24:14,00:11:13
583,10/01/2015,14:33:19,00:09:05
584,10/01/2015,15:05:29,00:32:10
585,10/01/2015,15:58:42,00:53:13
586,10/01/2015,16:09:57,00:11:15
587,10/01/2015,16:32:36,00:22:39
588,10/01/2015,16:33:36,00:01:00
589,10/01/2015,17:12:39,00:39:03
590,10/01/2015,17:23:39,00:11:00
591,10/01/2015,17:32:54,00:09:15
592,10/01/2015,17:41:55,00:09:01
593,10/01/2015,17:48:57,00:07:02
594,10/01/2015,17:50:19,00:01:22
595,10/01/2015,18:12:28,00:22:09
596,10/01/2015,18:24:07,00:11:39
597,10/01/2015,18:32:36,00:08:29
598,10/01/2015,18:34:14,00:01:38
599,10/01/2015,18:34:27,00:00:13
600,10/01/2015,18:53:52,00:19:25
601,10/01/2015,18:58:19,00:04:27
602,10/01/2015,19:02:27,00:04:08
603,10/01/2015,19:03:11,00:00:44
604,10/01/2015,19:13:29,00:10:18
605,10/01/2015,19:23:51,00:10:22
606,10/01/2015,19:27:18,00:03:27
607,10/01/2015,19:36:16,00:08:58
608,10/01/2015,19:36:33,00:00:17
609,10/01/2015,19:39:32,00:02:59
610,10/01/2015,19:51:02,00:11:30
611,10/01/2015,19:58:10,00:07:08
612,10/01/2015,19:58:15,00:00:05
613,10/01/2015,20:10:44,00:12:29
614,10/01/2015,20:12:33,00:01:49
615,10/01/2015,20:14:03,00:01:30
616,10/01/2015,20:20:10,00:06:07
617,10/01/2015,20:27:26,00:07:16
618,10/01/2015,20:31:14,00:03:48
619,10/01/2015,20:41:58,00:10:44
620,10/01/2015,20:45:45,00:03:47
621,10/01/2015,20:49:29,00:03:44
622,10/01/2015,20:57:41,00:08:12
623,10/01/2015,21:21:21,00:23:40
624,10/01/2015,21:22:44,00:01:23
625,10/01/2015,21:50:23,00:27:39
626,10/01/2015,21:55:12,00:04:49
627,10/01/2015,22:18:35,00:23:23
628,10/01/2015,22:47:17,00:28:42
629,10/01/2015,22:48:39,00:01:22
630,11/01/2015,11:42:08,###############################################################################################################################################################################################################################################################
631,11/01/2015,11:44:36,00:02:28
632,11/01/2015,11:44:52,00:00:16
633,11/01/2015,11:51:45,00:06:53
634,11/01/2015,12:14:15,00:22:30
635,11/01/2015,12:18:31,00:04:16
636,11/01/2015,12:34:44,00:16:13
637,11/01/2015,12:44:10,00:09:26
638,11/01/2015,12:49:26,00:05:16
639,11/01/2015,13:23:21,00:33:55
640,11/01/2015,13:28:08,00:04:47
641,11/01/2015,13:37:46,00:09:38
642,11/01/2015,13:40:00,00:02:14
643,11/01/2015,13:43:19,00:03:19
644,11/01/2015,13:52:52,00:09:33
645,11/01/2015,14:03:45,00:10:53
646,11/01/2015,14:07:26,00:03:41
647,11/01/2015,14:07:35,00:00:09
648,11/01/2015,14:17:17,00:09:42
649,11/01/2015,14:29:23,00:12:06
650,11/01/2015,14:34:05,00:04:42
651,11/01/2015,14:49:35,00:15:30
652,11/01/2015,16:03:38,01:14:03
653,11/01/2015,16:18:23,00:14:45
654,11/01/2015,16:34:07,00:15:44
655,11/01/2015,16:43:33,00:09:26
656,11/01/2015,16:44:49,00:01:16
657,11/01/2015,16:45:47,00:00:58
658,11/01/2015,16:55:24,00:09:37
659,11/01/2015,16:56:39,00:01:15
